"","logFC","logCPM","PValue","FDR"
"GRMZM2G163138",0.0351637326308776,4.06022999211832,0.92303370209465,0.980871233331513
"GRMZM2G125516",0.0140268995556292,1.28701339772385,0.92303901287934,0.980871233331513
"GRMZM2G017616",0.037626364557635,3.2270052530739,0.923111633965755,0.98090188091073
"AC233788.2_FG002",-0.106301831301149,1.01468426420635,0.923191398217709,0.980934720265264
"GRMZM2G569889",-0.0682470627670001,1.17017676224907,0.923307873749945,0.980934720265264
"GRMZM2G141551",-0.0246186705641123,1.50229772517491,0.923334363692147,0.980934720265264
"GRMZM2G071638",-0.0283226088369787,3.80457587601005,0.923394737633207,0.980934720265264
"GRMZM2G156813",-0.0846210832283968,2.60390584827946,0.923419022218363,0.980934720265264
"GRMZM2G064328",0.0190315428134231,4.71482046198875,0.923420886630181,0.980934720265264
"GRMZM2G454511",0.0543851288442587,1.56917458281966,0.923449012266679,0.980934720265264
"GRMZM2G117632",0.103041290528073,1.19393133350275,0.923510745327854,0.980953787942473
"GRMZM2G003307",-0.0178055077043727,5.45486945223347,0.923570896266875,0.980971173360165
"GRMZM2G080041",-0.0961943735243966,1.00615857495428,0.923681410891332,0.981042048401057
"GRMZM2G089574",-0.0446617367362553,5.72644163153498,0.923763550602167,0.981082781154795
"GRMZM2G152815",-0.0788551459327787,2.28865263482671,0.923848097678344,0.981126066667455
"GRMZM5G827266",0.0254223654471346,5.73610277800862,0.923913620919269,0.981149145734014
"GRMZM2G038821",0.0340278062848228,1.00818664814362,0.924143734042911,0.981250432195859
"GRMZM2G014580",-0.0315546804446644,5.9126495346593,0.924147668102908,0.981250432195859
"GRMZM2G000623",-0.0410909861661983,3.43791956130036,0.924182475907535,0.981250432195859
"GRMZM5G805627",-0.0173249723565434,3.21117012498135,0.92418418300366,0.981250432195859
"GRMZM2G047588",0.0220264933378079,5.27549686036214,0.924379753584265,0.981373392679339
"GRMZM2G346207",-0.0171036368389087,6.10826562620261,0.924407216428248,0.981373392679339
"GRMZM2G025470",-0.0182569662822326,5.01242445121208,0.924486162063312,0.981373392679339
"GRMZM2G434533",-0.0531176710787375,2.26235978993752,0.924517208386286,0.981373392679339
"AC203971.3_FG002",0.066427030357803,0.718736983695156,0.924555202051639,0.981373392679339
"GRMZM2G010406",0.0222630872585085,4.51527870126949,0.92457725650368,0.981373392679339
"GRMZM2G111390",-0.0250050862657965,5.48935069463591,0.924671820614833,0.981373392679339
"GRMZM2G126285",0.0572959324951334,1.35908018572506,0.924774175609182,0.981373392679339
"GRMZM2G010551",0.0251292792820425,2.82664818077111,0.924813194854422,0.981373392679339
"GRMZM2G146278",0.0237183217140088,1.22109184634584,0.925009314869853,0.981373392679339
"GRMZM2G131321",-0.0233733278977484,4.67509659707809,0.925010705147487,0.981373392679339
"GRMZM2G149994",0.0152789727757544,5.62245542420072,0.925017433794569,0.981373392679339
"GRMZM2G028005",0.0205060066232434,3.91125228967622,0.925025848154037,0.981373392679339
"GRMZM2G080497",-0.0254877097244509,3.94150180768934,0.925040609180922,0.981373392679339
"GRMZM2G115660",-0.03044278333464,5.75455408699678,0.925064977006285,0.981373392679339
"GRMZM2G180847",0.024606509973241,4.85936434351306,0.925070839612363,0.981373392679339
"GRMZM2G019084",-0.0350215043527251,3.89228480757276,0.925101999702054,0.981373392679339
"GRMZM2G180335",0.0239680195013798,4.71751767385315,0.925212469207373,0.981373392679339
"GRMZM2G038394",0.0228465835658405,3.82010748682396,0.925254023751279,0.981373392679339
"GRMZM2G130724",-0.0216864436810696,3.62592138793392,0.925268096259022,0.981373392679339
"GRMZM2G481005",-0.0634487653137793,3.01296588279823,0.925301913529387,0.981373392679339
"GRMZM2G434363",0.100119640889639,1.27900389302371,0.925320880329188,0.981373392679339
"GRMZM2G104794",0.0852005942709604,1.4713064037964,0.925324368109223,0.981373392679339
"GRMZM2G178847",0.0278007656324418,2.93522504564581,0.925351229357005,0.981373392679339
"GRMZM2G126161",-0.0260855204383529,3.52764695078291,0.925416922843233,0.981386546502651
"GRMZM2G072107",-0.0248018564690062,2.9676807336669,0.925451236532381,0.981386546502651
"GRMZM2G080912",-0.0199582375062201,5.22271581830271,0.925503434988099,0.981387851365525
"GRMZM2G019673",0.0175136289114936,5.58566097638943,0.925540071383778,0.981387851365525
"GRMZM2G128914",-0.030472277207362,3.56297411197048,0.925656466088429,0.98141580788663
"GRMZM2G030710",-0.0234839048526289,4.81441294993911,0.925696280114192,0.98141580788663
"GRMZM2G082974",0.0278525146179287,4.10007039381295,0.925859830305559,0.98141580788663
"GRMZM2G159641",-0.10360710226136,0.906354366346425,0.925884727331266,0.98141580788663
"GRMZM2G012046",-0.0479006059448245,2.59226796937199,0.925885916449657,0.98141580788663
"GRMZM2G102944",-0.152019864666655,0.543136988306731,0.925907339651908,0.98141580788663
"GRMZM2G520211",0.116332056240142,0.820522664842155,0.925959249630981,0.98141580788663
"GRMZM2G008789",-0.0837037920571694,2.19132314351196,0.926036849454658,0.98141580788663
"GRMZM2G000692",-0.102715044655357,0.748833119970575,0.926069212425283,0.98141580788663
"GRMZM2G005583",0.0312169456646697,3.75956982788486,0.926091706781409,0.98141580788663
"GRMZM2G107128",-0.0658955719550829,0.647055324996693,0.926104860709322,0.98141580788663
"GRMZM2G108767",-0.0197440470487121,5.69782599933597,0.92611648527337,0.98141580788663
"GRMZM2G338853",0.160367567360899,0.809419550925676,0.926147285164937,0.98141580788663
"GRMZM5G861269",0.0256531999742938,1.27684004103138,0.926202671907298,0.98141580788663
"GRMZM2G145720",-0.026180954566764,5.34000209700663,0.926256113069755,0.98141580788663
"GRMZM2G302673",-0.0554898058607818,0.94178090033402,0.926279630066006,0.98141580788663
"GRMZM2G704032",0.0177043490899667,5.66513922134663,0.926311095263493,0.98141580788663
"GRMZM2G307553",-0.106367808159958,1.37513015241211,0.926381882246951,0.981444395297093
"GRMZM6G285883",-0.0160242532989069,5.55161902597507,0.926451172695444,0.98147139459272
"GRMZM2G097640",0.0207520120944997,4.66949216099351,0.92651560904387,0.981493249202265
"GRMZM2G171628",0.0144676422198586,5.39913566724098,0.926583788262823,0.981504429939221
"GRMZM2G022001",-0.157574566111781,0.810828470257465,0.926613778267101,0.981504429939221
"GRMZM2G431314",-0.0413722697010658,3.18627813976049,0.92666861774689,0.981516115001138
"GRMZM2G019738",0.0293217524794373,3.54356026770656,0.927697182556373,0.982475463122236
"GRMZM2G119930",-0.0161557640642014,6.85576660353462,0.927723487598432,0.982475463122236
"GRMZM2G010731",0.086256665145506,2.54860961169681,0.927749155077473,0.982475463122236
"GRMZM2G128534",0.086714287657036,0.816087019229738,0.92778080995232,0.982475463122236
"GRMZM2G179507",0.0392763281030102,3.34813430499285,0.927793610744935,0.982475463122236
"GRMZM2G111441",-0.0702835457014667,0.740643955738852,0.927934213447293,0.982574241361715
"GRMZM2G011592",-0.025546824397413,7.7937907319525,0.928002925351394,0.982574241361715
"GRMZM2G153208",0.0448171277367159,2.09737263528522,0.928019127108192,0.982574241361715
"GRMZM2G051367",-0.0208313648937989,3.8881092922243,0.928098996367453,0.982574241361715
"GRMZM2G010490",-0.0242225038096767,5.59588824148555,0.928106166924257,0.982574241361715
"GRMZM2G311898",0.030591431171361,3.62475145482927,0.928237240743263,0.982625197634014
"GRMZM2G086766",0.00545359093977403,1.42415786290625,0.928242013297206,0.982625197634014
"GRMZM2G017191",0.0963278713319795,0.943799911537712,0.928586708625417,0.982943645788173
"GRMZM2G131202",0.0560252516769623,2.49599972100545,0.92870782676528,0.982992019500006
"GRMZM2G347280",0.0262446538442126,5.40982206187352,0.928734608092948,0.982992019500006
"GRMZM2G075044",0.10420886589145,1.27036240273997,0.928786777184095,0.982992019500006
"GRMZM2G167532",0.0281950588076955,3.6408430788489,0.92884668595089,0.982992019500006
"GRMZM2G033926",-0.0251534006355517,5.12838993736121,0.928851776158654,0.982992019500006
"GRMZM2G143008",0.018946386091901,5.55758538915903,0.929064477975825,0.983170679626316
"GRMZM2G017193",-0.0576968164268541,2.23403366650035,0.929322987832637,0.983397115672359
"GRMZM2G142249",-0.0186890144366153,5.45342423805562,0.929366236431445,0.983397115672359
"GRMZM2G118485",-0.0186257158707549,3.34240712714199,0.92961530872758,0.983597746557851
"GRMZM2G100467",-0.0183706945167898,4.43657934428794,0.929643645664319,0.983597746557851
"GRMZM2G111756",-0.0157590855998491,6.67700785934263,0.929753200960469,0.983643030820363
"GRMZM2G160719",-0.108498570658497,0.960397118214235,0.929774251582845,0.983643030820363
"GRMZM2G128922",0.0309502132970301,4.17292525303887,0.929984770928512,0.983800270780729
"GRMZM2G019200",0.0182151999207963,5.31142024246712,0.930021831943184,0.983800270780729
"GRMZM2G308707",-0.0133186719493272,5.42511529713041,0.930116460814293,0.983800270780729
"GRMZM2G056756",0.0300666580311333,3.96705214417997,0.930141352561776,0.983800270780729
"GRMZM2G055585",-0.0497848126669867,1.67606130361934,0.930144918769705,0.983800270780729
"GRMZM2G174904",0.126625249809853,0.358804008604767,0.930196348288888,0.983800270780729
"GRMZM2G080183",-0.0636690050659422,1.61313814528386,0.930258375825313,0.983800270780729
"GRMZM2G022793",0.0187283763497332,4.23932740780361,0.930274159194846,0.983800270780729
"GRMZM2G132886",-0.0817937694800056,3.13496859936728,0.930412636683753,0.983864475851606
"GRMZM2G132358",0.0163925157174073,5.73311327467311,0.930422696467031,0.983864475851606
"GRMZM2G164217",-0.044290982993668,3.24748122634057,0.930680403987632,0.984090539966156
"GRMZM5G848608",0.0233450384098545,4.82369846036051,0.930791532764789,0.984161599414587
"GRMZM2G040947",-0.10852262837814,0.895582689361529,0.930878505298723,0.984207112038974
"AC194970.5_FG009",0.0407624811508032,2.51620508221655,0.930977780480012,0.984231610024173
"GRMZM2G020631",0.0842648346704921,1.02940827230276,0.93098953408803,0.984231610024173
"GRMZM2G053071",-0.0602602791290749,0.666548973527422,0.931039898889121,0.98423841344771
"GRMZM5G865858",0.147573162707242,0.452679847334597,0.931163896355705,0.984307961549368
"GRMZM2G029323",-0.0200956328445,8.613368738752,0.931221983816802,0.984307961549368
"GRMZM2G106560",0.0696064635486945,1.41864667931583,0.931331107717614,0.984307961549368
"GRMZM2G142597",0.0179635950493056,5.83529945957528,0.931342831971008,0.984307961549368
"GRMZM2G150754",0.0184401841891087,4.44121591664357,0.93137324898398,0.984307961549368
"GRMZM5G838754",-0.0423798045508661,1.6095434700733,0.93141005409693,0.984307961549368
"GRMZM2G019267",0.0156119155979628,5.3323067332049,0.931413520617607,0.984307961549368
"GRMZM2G066612",0.0125400744719841,6.50559159743065,0.931498629103919,0.984307961549368
"GRMZM2G158177",-0.0147411633100698,4.5781579242277,0.931501080505746,0.984307961549368
"GRMZM2G114588",0.0682890851884525,3.46353466862121,0.931568836227486,0.984333134110396
"GRMZM2G003732",0.0299438018715574,4.13826764049667,0.93176622987841,0.9844331953932
"GRMZM2G038238",-0.0587665819315619,1.43209685052916,0.931775528491311,0.9844331953932
"GRMZM2G175406",-0.0392743245769859,3.40403990772632,0.931795348123347,0.9844331953932
"GRMZM5G885285",-0.0272662144016768,3.3635813008658,0.93187662359169,0.984472640115608
"GRMZM5G871093",0.0546999633238794,1.27136745813099,0.931995257109165,0.984522216204053
"GRMZM2G446625",0.0132321703042277,6.87900017181038,0.932058021531022,0.984522216204053
"GRMZM2G025860",0.0373112588075243,4.73055614013806,0.932089591981839,0.984522216204053
"GRMZM2G536825",-0.113021936065906,0.499240374505456,0.932127697349497,0.984522216204053
"GRMZM2G089482",-0.121181760191798,0.200879018801302,0.932143261429885,0.984522216204053
"AC195785.3_FG004",0.0180775486814595,4.40038614058593,0.932201051897564,0.984536842074334
"GRMZM2G139941",-0.0130145542442412,4.79222888005456,0.932324247710646,0.984578731959589
"GRMZM2G149932",0.0374668943656061,2.39745489207458,0.932362173570906,0.984578731959589
"GRMZM2G161611",-0.0137118387498281,6.32904511182804,0.932444132342776,0.984578731959589
"GRMZM2G381267",0.0327415673183579,2.28773032234911,0.932476535211175,0.984578731959589
"GRMZM2G045507",-0.0306503144938246,2.80714060371169,0.932520513052743,0.984578731959589
"GRMZM2G000620",-0.0452656752558703,4.50080375023233,0.932547062216715,0.984578731959589
"GRMZM2G442443",-0.0562512302621706,0.191327640091825,0.932578830167453,0.984578731959589
"GRMZM2G416426",0.0297628813995288,4.05025888504946,0.932646571805718,0.984578731959589
"GRMZM2G042903",-0.0331817251092206,3.98712980032238,0.932686472520072,0.984578731959589
"GRMZM2G156356",-0.0191657992902502,5.81848646802237,0.932733471853784,0.984578731959589
"GRMZM2G422340",-0.0421033271381556,5.46643527119182,0.932740682498531,0.984578731959589
"GRMZM2G476319",-0.0568435390778465,1.17885702954938,0.932768050193003,0.984578731959589
"GRMZM2G069174",0.0441666616802468,2.70228660452345,0.932902438656143,0.984663220345754
"GRMZM2G075003",0.0498908174893197,2.05810702181012,0.932974368720418,0.984663220345754
"GRMZM2G005552",0.038857197235158,2.39173949330848,0.932979937724616,0.984663220345754
"GRMZM5G804323",0.0196286785650161,11.3270961596729,0.933047572105106,0.984664911428678
"GRMZM2G018612",0.0473307620061147,3.04079639476936,0.933071594786314,0.984664911428678
"AC194428.3_FG007",-0.147510762246384,0.357499414802227,0.933113385380661,0.984664911428678
"GRMZM2G100020",-0.00850750719651193,1.36276723984461,0.933391539675107,0.984862020890804
"GRMZM2G115198",-0.0204802026811417,3.9828827479835,0.933403407077041,0.984862020890804
"GRMZM5G840931",-0.0909308664765889,0.87074639454288,0.933461082553958,0.984862020890804
"GRMZM2G010065",-0.0215636163662582,3.95051581153893,0.933476004268561,0.984862020890804
"GRMZM2G024530",-0.0203499978193576,3.9736145492184,0.933597075790056,0.984906611405679
"GRMZM2G165042",-0.0235262935455927,4.99711771382149,0.933616093394064,0.984906611405679
"GRMZM2G042502",0.0439347442106118,0.940152036121772,0.93365014593373,0.984906611405679
"GRMZM2G004768",-0.019882980942366,4.91320553326112,0.933873451612337,0.985095794885801
"GRMZM2G002606",0.0306219758806472,2.59901552398967,0.933993760949556,0.985176320044951
"GRMZM2G023418",-0.0116917713205112,7.52550910026372,0.934056751754472,0.985196380899112
"GRMZM2G041015",0.0164034299045586,3.8579077625925,0.934102936265285,0.985198714259931
"GRMZM2G001361",0.0824380218602235,0.960165731805878,0.934191209856882,0.985214530927403
"GRMZM2G017305",-0.0221523240705753,3.95855679353273,0.934205878578562,0.985214530927403
"GRMZM2G014295",0.0437220326687873,1.98243296591751,0.934326256053138,0.985295103401608
"GRMZM5G824629",-0.0178966288174668,6.04972660765389,0.93453264727419,0.985299695431128
"GRMZM5G828312",0.0275732536769385,5.92041718898399,0.93456182934147,0.985299695431128
"GRMZM2G103945",0.0185894608127998,8.27294100011817,0.934576866795081,0.985299695431128
"GRMZM2G128651",-0.0692322209586816,3.11602110581623,0.934606960946087,0.985299695431128
"GRMZM2G084783",-0.0266230988101079,5.06473305799056,0.934612944189942,0.985299695431128
"GRMZM2G542990",0.105121984511275,0.609899176757637,0.934667953512932,0.985299695431128
"GRMZM2G072133",0.0807884767910841,1.78055782941422,0.934740792797032,0.985299695431128
"GRMZM2G176133",0.0288722043877846,1.15907055880299,0.934809805857585,0.985299695431128
"GRMZM2G034608",-0.114312510836326,0.318336101055128,0.934828907820788,0.985299695431128
"GRMZM2G057910",-0.0337522493565211,2.69366988577484,0.934850643926894,0.985299695431128
"GRMZM2G094579",-0.0426856346596705,2.14087819505455,0.934855754359515,0.985299695431128
"GRMZM2G030016",0.0218767530780166,5.63104368958872,0.934890710357909,0.985299695431128
"GRMZM2G177224",-0.0249287784855953,4.36734130546144,0.9349463999148,0.985299695431128
"GRMZM2G168332",-0.0376235692741588,2.35233405109766,0.934972539108905,0.985299695431128
"GRMZM2G010693",0.0314917951414864,2.85976873010763,0.935014648200509,0.985299695431128
"GRMZM2G132857",0.0151970461599432,6.92218767251392,0.935041916908375,0.985299695431128
"GRMZM2G015972",0.0560086906491623,1.79647299837894,0.935078215753272,0.985299695431128
"GRMZM2G119583",0.0219079156608446,6.88417815090708,0.935391044342111,0.985406487353419
"GRMZM2G050878",-0.041735441169557,1.16056470342894,0.935406828252824,0.985406487353419
"GRMZM2G066293",-0.0140006117953842,4.63861134585313,0.935460432243546,0.985406487353419
"GRMZM5G858165",-0.0175927926227645,4.1725406113511,0.935522257173236,0.985406487353419
"GRMZM2G119773",-0.0495723976646367,2.17687174816002,0.935555859682225,0.985406487353419
"GRMZM2G129155",0.0154642068633095,5.11409522268724,0.935595512225242,0.985406487353419
"GRMZM5G872007",0.113867186108432,0.318950117608924,0.93563378641709,0.985406487353419
"GRMZM2G145870",-0.0632066559390228,1.44723365871984,0.935657926791292,0.985406487353419
"GRMZM2G059580",-0.0142451160461542,5.44689528482452,0.935669678575725,0.985406487353419
"GRMZM2G113545",0.0176510037092234,6.00649048737307,0.935760731407698,0.985406487353419
"GRMZM2G389362",-0.0165420863100665,5.80647123685553,0.935775861949929,0.985406487353419
"GRMZM2G095757",0.0364830556977074,2.49780812005111,0.935790122321596,0.985406487353419
"GRMZM2G400604",0.0199166523617754,2.97683433265168,0.93585616222209,0.985406487353419
"GRMZM2G044819",-0.0189022137121391,5.67195619449218,0.935864432287403,0.985406487353419
"GRMZM2G382035",0.0811713222906722,1.32249350852959,0.935884397629733,0.985406487353419
"GRMZM2G338160",-0.0586341671616196,3.1475577623468,0.935887167563617,0.985406487353419
"GRMZM2G173341",0.0133037995718482,4.44175757429946,0.935927250653013,0.985406487353419
"GRMZM2G133055",-0.0212665718337659,2.30579220020407,0.936165703044681,0.985605851457838
"GRMZM2G118369",-0.0727817895991389,1.21448254567131,0.936225437554466,0.985605851457838
"GRMZM2G089282",0.0162614033875793,4.89090176788192,0.936248575611567,0.985605851457838
"GRMZM2G469012",0.0538921092154552,1.71598176543777,0.93649753244909,0.985789107675821
"GRMZM2G015314",0.0247462422026574,4.30710280792458,0.936566340550355,0.985789107675821
"GRMZM2G113409",0.0139214996613994,6.75301376255702,0.936578059026424,0.985789107675821
"GRMZM2G444029",-0.0181281609709687,7.98483749911319,0.936620136667407,0.985789107675821
"GRMZM2G045518",-0.0245720874359223,2.78488665902267,0.936642647810885,0.985789107675821
"GRMZM2G001661",0.063467446186616,1.80178657281381,0.936852361892014,0.98595131875568
"GRMZM2G057789",-0.0627116435351686,1.14973814877584,0.936884783588861,0.98595131875568
"GRMZM5G884270",0.046161695736531,2.70252879793293,0.936980600194316,0.986000525851532
"GRMZM2G001592",0.0633176909448397,1.63961868069312,0.937019557975042,0.986000525851532
"GRMZM2G119975",-0.0515646852998243,2.78221116203897,0.937128807961709,0.986031068850928
"GRMZM2G095043",-0.0211003671388863,3.11322243619582,0.937136602549058,0.986031068850928
"GRMZM2G076798",-0.0505846315272226,2.32362442192333,0.937304516129887,0.986161431504584
"GRMZM2G165769",-0.0333612294119596,4.05461854548199,0.937349607385994,0.986162563555747
"GRMZM6G559102",0.0401548892358188,1.46809744007344,0.937660660927972,0.986397893557967
"GRMZM2G364172",0.0313195219942313,3.43349535336369,0.937661340638143,0.986397893557967
"GRMZM2G398500",0.0193768711046394,4.48732073633815,0.937960166209271,0.98666592440578
"GRMZM2G323828",-0.0740087544554265,0.82151678828722,0.938044536018561,0.986708348802622
"GRMZM2G104373",0.00911392068105014,5.87516204557962,0.938166168911403,0.98678996359138
"GRMZM2G181505",-0.0276040203751475,3.63791696766608,0.938216230709355,0.986796293730312
"GRMZM2G106694",0.0722705731280037,1.03576013181781,0.938358577761371,0.986889776605188
"GRMZM2G480381",0.100170776180803,0.937293591667127,0.938451751458862,0.986889776605188
"GRMZM2G548817",-0.164262387487852,0.0949975207583798,0.938476029846303,0.986889776605188
"GRMZM2G436429",0.0196522048017346,3.98928414667418,0.938492829105307,0.986889776605188
"GRMZM2G180238",-0.0239099374550936,3.45207045856241,0.938525350150714,0.986889776605188
"GRMZM5G846343",0.0200030278658903,6.31433861998194,0.93863975007267,0.986963750721709
"GRMZM2G125643",0.0370348312212017,3.02675967802317,0.938686552769369,0.986966643896837
"GRMZM2G011491",-0.0326141524120879,2.54856795397147,0.93883878269454,0.98705042179793
"GRMZM2G096300",0.0470828730028892,3.92146239811149,0.938907630403045,0.98705042179793
"GRMZM2G005103",-0.0401691148421632,1.40482154639887,0.938935224107222,0.98705042179793
"GRMZM2G112609",-0.0171575386674444,5.35093757839074,0.93894245212137,0.98705042179793
"GRMZM2G103939",0.0149333820727885,2.82092649726445,0.939104941862316,0.987141784121978
"GRMZM2G038384",-0.0209082070682666,4.38332679949854,0.939118527122567,0.987141784121978
"AC218998.2_FG007",0.0155099276870846,5.3710383011753,0.939216030329476,0.987141784121978
"GRMZM2G103544",0.0278894718188785,3.9086696750008,0.939276222850795,0.987141784121978
"GRMZM2G057959",0.0259088441539829,2.96064327123345,0.939297448766429,0.987141784121978
"GRMZM2G423640",-0.0946952799042275,1.31391565295318,0.93940241305114,0.987141784121978
"GRMZM5G865579",-0.0928981975410557,0.995467275542666,0.93944375308914,0.987141784121978
"AC190909.3_FG003",-0.0347843402972029,3.42006487744824,0.939495732891703,0.987141784121978
"GRMZM2G012628",-0.010616860464739,5.77635298957729,0.939534208099712,0.987141784121978
"GRMZM2G423555",-0.108998010446086,0.870219513587907,0.939549385749259,0.987141784121978
"GRMZM2G012123",-0.0180658808247261,3.1292698057088,0.939590680693894,0.987141784121978
"GRMZM2G175253",-0.0851476855661595,0.882032688364743,0.939632979054667,0.987141784121978
"GRMZM2G480480",0.0612956900241901,1.06394453997991,0.939672246974865,0.987141784121978
"GRMZM5G876616",-0.0179201307034681,5.72278721379029,0.939703078907578,0.987141784121978
"GRMZM5G838804",0.0500568383550081,1.39390984086953,0.939708169186987,0.987141784121978
"GRMZM2G349268",0.0118963457380832,3.07398881455975,0.939734305446895,0.987141784121978
"GRMZM2G162086",-0.0288989817220155,2.96651741126034,0.940110613948126,0.987461389937818
"AC202864.3_FG002",0.0177426633255628,2.34703678151262,0.940132890584053,0.987461389937818
"GRMZM2G448656",-0.050398372403316,3.06343464963398,0.940170781975163,0.987461389937818
"GRMZM2G135655",-0.0354900360221728,2.3068725631194,0.940278047748826,0.987494005923809
"GRMZM2G072898",-0.0174016002492839,5.6372417921207,0.940296139953526,0.987494005923809
"GRMZM2G001803",-0.0282389072547397,3.2985730732559,0.940348475359994,0.987494005923809
"GRMZM2G085266",-0.0193121832090319,3.40980023397246,0.940386440285011,0.987494005923809
"GRMZM2G132663",-0.0269803430400219,1.72486639517014,0.940476731688559,0.987494005923809
"GRMZM2G134982",-0.01289647999748,4.26046880776916,0.940481770641957,0.987494005923809
"GRMZM5G800112",0.0118787565547295,7.62991887826582,0.940510358955954,0.987494005923809
"GRMZM2G075032",-0.0881359103924087,0.491147052237915,0.9405930732613,0.987496612627833
"GRMZM2G311151",0.0420766767032474,1.49202524156442,0.940600991300628,0.987496612627833
"GRMZM2G108084",0.0118030023617224,4.99232077283228,0.940665579025691,0.98751814722475
"GRMZM2G162056",0.0923612180077414,1.02266260088669,0.940716454361696,0.987518454491073
"GRMZM2G026868",0.0184079365947221,4.39444742233184,0.940771656900869,0.987518454491073
"GRMZM2G324999",0.0781867361009582,1.21801837045596,0.940798099134655,0.987518454491073
"GRMZM2G474229",0.085979522995597,2.30520023251617,0.940857120796775,0.98753414182759
"GRMZM2G001383",0.122849577658818,0.508734509640045,0.941143533212191,0.987729811707998
"GRMZM2G115518",0.0218646399716389,4.91859167643452,0.941147317651307,0.987729811707998
"GRMZM2G350319",-0.036895650071619,1.17819401778407,0.941175797819864,0.987729811707998
"GRMZM2G485307",0.0305156830128251,1.60781440511788,0.941541447799101,0.988032873780504
"GRMZM2G012262",-0.0255615262896764,1.61413194211297,0.941552773402703,0.988032873780504
"GRMZM2G109566",0.0190805353376777,4.67151936182916,0.941629667654333,0.988060965349629
"GRMZM5G817439",0.0165566245899326,5.25081279062662,0.941667743499694,0.988060965349629
"GRMZM2G590033",0.0245487337689722,4.36652773416552,0.941785636664804,0.988132228232062
"GRMZM2G033029",-0.00659152369448851,3.46617824843972,0.941823866721522,0.988132228232062
"GRMZM2G049429",-0.0126256474987673,4.49295049382683,0.941922252153168,0.988153829218889
"GRMZM2G022052",-0.0233588744063928,3.32027009779441,0.941970875523471,0.988153829218889
"GRMZM2G129083",0.0242916681678836,4.18369914939552,0.941976767884715,0.988153829218889
"GRMZM2G413261",-0.0938747777620013,0.228665602618642,0.942140481997886,0.988235823246691
"GRMZM2G002115",0.0235092159363817,3.66210816292266,0.94214314592945,0.988235823246691
"GRMZM2G003930",0.0293875988161891,2.37421617805257,0.942244739610193,0.988296118672645
"GRMZM2G054012",-0.0203681666367253,2.84779500641932,0.942307579171804,0.988315762163855
"GRMZM2G052034",0.099767887664584,0.89025108999637,0.942784663763211,0.988769854028683
"GRMZM2G081350",-0.0108992576908635,4.7399182126901,0.942934697725375,0.988772224640693
"GRMZM2G132090",-0.114484945799917,0.521106859891229,0.942952503031376,0.988772224640693
"GRMZM2G176651",0.0770591257293996,0.730087337200528,0.942957529344207,0.988772224640693
"GRMZM2G062914",-0.0156953619241202,5.7102094351608,0.942969682295825,0.988772224640693
"GRMZM2G015889",0.0120673432269665,5.48854796329503,0.943106287609521,0.988772224640693
"GRMZM2G068392",-0.0159298604815278,5.77302658288809,0.943116487382823,0.988772224640693
"GRMZM2G134738",-0.0176669234964664,4.96228415456893,0.943128312496982,0.988772224640693
"GRMZM2G380738",0.0474778050831457,0.60091959310223,0.943188033234691,0.988772224640693
"GRMZM2G133563",-0.0430518637639961,3.71371362106316,0.943198678001439,0.988772224640693
"GRMZM2G084274",-0.0140762108422966,6.26216363637677,0.943228241787348,0.988772224640693
"GRMZM2G027135",0.0881033084634722,0.837326046383682,0.943356277052822,0.988860175323687
"GRMZM2G073928",0.0694267926042827,1.21139968148135,0.943480754082713,0.988944388080617
"GRMZM2G135940",0.0193132943310922,3.50141710654995,0.943711267818067,0.989139734069226
"GRMZM2G000451",-0.0412248460259364,3.17113782812245,0.943954155995917,0.989348031299458
"GRMZM2G110109",-0.0179542863972376,4.85210892060965,0.944102240021251,0.989392943963608
"GRMZM2G114888",-0.0287284843733129,2.74393524432951,0.944191981094837,0.989392943963608
"GRMZM2G517332",-0.0225732873098381,3.03851085720258,0.94419899940717,0.989392943963608
"GRMZM2G413897",0.0231300372780383,7.49568119569643,0.94425389437107,0.989392943963608
"GRMZM2G125149",0.0241370690522789,3.876005271428,0.944256416253325,0.989392943963608
"GRMZM2G179528",-0.0350702744698277,3.17770184394767,0.944280180166721,0.989392943963608
"GRMZM2G085249",-0.0192866967006439,4.02068509358853,0.944310309740377,0.989392943963608
"GRMZM2G174784",-0.0192099744478953,5.35244906076679,0.944350283716213,0.989392943963608
"GRMZM2G016088",-0.0138059104061788,6.66202840589956,0.944406614606606,0.989405695326896
"GRMZM2G101533",0.013341807971967,4.59303969998287,0.944719526464993,0.989670636783176
"GRMZM2G137901",0.0955641037590033,0.733906223423704,0.944747850011987,0.989670636783176
"GRMZM2G042741",-0.103363357922582,0.598808036177147,0.944948585543241,0.989819305189464
"GRMZM2G043415",0.0465142605025082,2.08696511008687,0.944978127114601,0.989819305189464
"GRMZM2G017409",0.0200278624962694,2.71166480086043,0.945036376514815,0.989834043093564
"GRMZM2G075431",0.0147806187372092,4.85654923555902,0.945149944058637,0.989874481617589
"GRMZM5G813363",-0.0378601726029309,1.52109461429974,0.945163346808529,0.989874481617589
"GRMZM2G063363",0.0147699623520436,4.67264561897928,0.945231534086997,0.989899622381003
"GRMZM2G024345",-0.148224474583939,0.715333599886066,0.945455267845075,0.99006294327963
"GRMZM2G427468",0.0224228864803089,4.37571883649071,0.945475864066546,0.99006294327963
"GRMZM2G175543",0.0238604942472967,4.08992030617007,0.945737643099098,0.990278576627822
